zip_path,folder_path,train_file,link,target_col,note,duplicate
./csv_test/testtestbambooddd.zip,./csv_test_extracted/testtestbambooddd,train.csv,https://kaggle.com/competitions/testtestbambooddd,Exited,,
./csv_test/playground-series-s5e3.zip,./csv_test_extracted/playground-series-s5e3,train.csv,https://kaggle.com/competitions/playground-series-s5e3,rainfall,,
./csv_test/bcdatall.zip,./csv_test_extracted/bcdatall,train.csv,https://kaggle.com/competitions/bcdatall,target,,
./csv_test/playground-series-s3e14.zip,./csv_test_extracted/playground-series-s3e14,train.csv,https://kaggle.com/competitions/playground-series-s3e14,yield,,
./csv_test/ai-ninja-warrior-july-2023.zip,./csv_test_extracted/ai-ninja-warrior-july-2023,ecommerce_shopping_train.csv,https://kaggle.com/competitions/ai-ninja-warrior-july-2023,purchased,,
./csv_test/cat-in-the-dat-ii.zip,./csv_test_extracted/cat-in-the-dat-ii,train.csv,https://kaggle.com/competitions/cat-in-the-dat-ii,target,,
./csv_test/esa-eo4soilprotection-2024-predicting-erosion-cat.zip,./csv_test_extracted/esa-eo4soilprotection-2024-predicting-erosion-cat,train_erosion.csv,https://kaggle.com/competitions/esa-eo4soilprotection-2024-predicting-erosion-cat,Code,,
./csv_test/egg-sales-predict-challenge-23sl.zip,./csv_test_extracted/egg-sales-predict-challenge-23sl,train_egg_sales.csv,https://kaggle.com/competitions/egg-sales-predict-challenge-23sl,Egg Sales,,
./csv_test/gvu-spring-2024-kaggle-competition-1.zip,./csv_test_extracted/gvu-spring-2024-kaggle-competition-1,train.csv,https://kaggle.com/competitions/gvu-spring-2024-kaggle-competition-1,rating,,
./csv_test/cro-ds-test-condominium-price-prediction-th.zip,./csv_test_extracted/cro-ds-test-condominium-price-prediction-th,train.csv,https://kaggle.com/competitions/cro-ds-test-condominium-price-prediction-th,target,,
./csv_test/playground-series-s3e5.zip,./csv_test_extracted/playground-series-s3e5,train.csv,https://kaggle.com/competitions/playground-series-s3e5,quality,,
./csv_test/ds-competition-ai-club.zip,./csv_test_extracted/ds-competition-ai-club,train.csv,https://kaggle.com/competitions/ds-competition-ai-club,Target,,
./csv_test/predict-customer-churn-a-binary-classification-ch.zip,./csv_test_extracted/predict-customer-churn-a-binary-classification-ch,train.csv,https://kaggle.com/competitions/predict-customer-churn-a-binary-classification-ch,Exited,,
./csv_test/playground-series-s3e9.zip,./csv_test_extracted/playground-series-s3e9,train.csv,https://kaggle.com/competitions/playground-series-s3e9,Strength,,
./csv_test/2023-psl-week-using-bloomberg-news.zip,./csv_test_extracted/2023-psl-week-using-bloomberg-news,train.csv,https://kaggle.com/competitions/2023-psl-week-using-bloomberg-news,y,,
./csv_test/gvu-spring-2024-project-2.zip,./csv_test_extracted/gvu-spring-2024-project-2,train.csv,https://kaggle.com/competitions/gvu-spring-2024-project-2,"Concrete compressive strength(MPa, megapascals)",,
./csv_test/credit-card-fraud-prediction.zip,./csv_test_extracted/credit-card-fraud-prediction,train.csv,https://kaggle.com/competitions/credit-card-fraud-prediction,IsFraud,,
./csv_test/tabular-playground-series-aug-2021.zip,./csv_test_extracted/tabular-playground-series-aug-2021,train.csv,https://kaggle.com/competitions/tabular-playground-series-aug-2021,loss,,
./csv_test/data-science-capstone-project-2023.zip,./csv_test_extracted/data-science-capstone-project-2023,spring23_final_train_with_price.csv,https://kaggle.com/competitions/data-science-capstone-project-2023,price,,
./csv_test/playground-series-s5e6.zip,./csv_test_extracted/playground-series-s5e6,train.csv,https://kaggle.com/competitions/playground-series-s5e6,Fertilizer Name ,,
./csv_test/playground-series-s4e12.zip,./csv_test_extracted/playground-series-s4e12,train.csv,https://kaggle.com/competitions/playground-series-s4e12,Premium Amount,,
./csv_test/buying-wine.zip,./csv_test_extracted/buying-wine,train.csv,https://kaggle.com/competitions/buying-wine,smoking,,
./csv_test/blueberry-yield-forecasting-competition.zip,./csv_test_extracted/blueberry-yield-forecasting-competition,train.csv,https://kaggle.com/competitions/blueberry-yield-forecasting-competition,yield,,
./csv_test/predict-the-wind-speed-at-a-wind-turbine.zip,./csv_test_extracted/predict-the-wind-speed-at-a-wind-turbine,train.csv,https://kaggle.com/competitions/predict-the-wind-speed-at-a-wind-turbine,target_feature,,
./csv_test/ventilator-pressure-prediction.zip,./csv_test_extracted/ventilator-pressure-prediction,train.csv,https://kaggle.com/competitions/ventilator-pressure-prediction,pressure,,
./csv_test/itj-labs-workshop-competition-pima-dataset.zip,./csv_test_extracted/itj-labs-workshop-competition-pima-dataset,train.csv,https://kaggle.com/competitions/itj-labs-workshop-competition-pima-dataset,Outcome,,
./csv_test/data-guild-will-you-be-productive-today.zip,./csv_test_extracted/data-guild-will-you-be-productive-today,train.csv,https://kaggle.com/competitions/data-guild-will-you-be-productive-today,productive_day,,
./csv_test/ml-olympiad-ai-ml-malaysia.zip,./csv_test_extracted/ml-olympiad-ai-ml-malaysia,train.csv,https://kaggle.com/competitions/ml-olympiad-ai-ml-malaysia,class,,
./csv_test/nwds-xstrikes.zip,./csv_test_extracted/nwds-xstrikes,train.csv,https://kaggle.com/competitions/nwds-xstrikes,is_strike,,
./csv_test/wind-power-prediction-contest-202312.zip,./csv_test_extracted/wind-power-prediction-contest-202312,train.csv,https://kaggle.com/competitions/wind-power-prediction-contest-202312,??? ????(????) (kW),,
./csv_test/gvu-spring-2025-data-454-project-2.zip,./csv_test_extracted/gvu-spring-2025-data-454-project-2,train.csv,https://kaggle.com/competitions/gvu-spring-2025-data-454-project-2,returnShipment,,
./csv_test/cameroon-air-quality-prediction.zip,./csv_test_extracted/cameroon-air-quality-prediction,train.csv,https://kaggle.com/competitions/cameroon-air-quality-prediction,pm2_5,,
./csv_test/kotakgi-imbalanced-data-classification.zip,./csv_test_extracted/kotakgi-imbalanced-data-classification,train.csv,https://kaggle.com/competitions/kotakgi-imbalanced-data-classification,Target,,
./csv_test/tfugagadir-ml-olympiad-2023-argania-detection.zip,./csv_test_extracted/tfugagadir-ml-olympiad-2023-argania-detection,train.csv,https://kaggle.com/competitions/tfugagadir-ml-olympiad-2023-argania-detection,isArgania,,
./csv_test/narou.zip,./csv_test_extracted/narou,train.csv,https://kaggle.com/competitions/narou,global_point,,
./csv_test/ml2021spring-hw1.zip,./csv_test_extracted/ml2021spring-hw1,covid.train.csv,https://kaggle.com/competitions/ml2021spring-hw1,tested_positive.2,,
./csv_test/equity-post-HCT-survival-predictions.zip,./csv_test_extracted/equity-post-HCT-survival-predictions,train.csv,https://kaggle.com/competitions/equity-post-HCT-survival-predictions,efs,,
./csv_test/bank-churn-lessgo.zip,./csv_test_extracted/bank-churn-lessgo,train.csv,https://kaggle.com/competitions/bank-churn-lessgo,Exited,,
./csv_test/datathon23-machine-learning-competition.zip,./csv_test_extracted/datathon23-machine-learning-competition,train.csv,https://kaggle.com/competitions/datathon23-machine-learning-competition,Load_Type,,
./csv_test/tabular-playground-series-aug-2022.zip,./csv_test_extracted/tabular-playground-series-aug-2022,train.csv,https://kaggle.com/competitions/tabular-playground-series-aug-2022,failure,,
./csv_test/dsb-521-ames-housing-challenge.zip,./csv_test_extracted/dsb-521-ames-housing-challenge,train.csv,https://kaggle.com/competitions/dsb-521-ames-housing-challenge,SalePrice,,
./csv_test/apartment-prices-in-the-czech-republic.zip,./csv_test_extracted/apartment-prices-in-the-czech-republic,train.csv,https://kaggle.com/competitions/apartment-prices-in-the-czech-republic,price,,
./csv_test/mastering-ordinal-regression-with-wine-data.zip,./csv_test_extracted/mastering-ordinal-regression-with-wine-data,train.csv,https://kaggle.com/competitions/mastering-ordinal-regression-with-wine-data,quality,,
./csv_test/tabular-playground-series-mar-2021.zip,./csv_test_extracted/tabular-playground-series-mar-2021,train.csv,https://kaggle.com/competitions/tabular-playground-series-mar-2021,target,,
./csv_test/diabetes-prediction-competitiontfug-chd-nov-2022.zip,./csv_test_extracted/diabetes-prediction-competitiontfug-chd-nov-2022,train_data.csv,https://kaggle.com/competitions/diabetes-prediction-competitiontfug-chd-nov-2022,Diabetes,,
./csv_test/playground-series-s3e1.zip,./csv_test_extracted/playground-series-s3e1,train.csv,https://kaggle.com/competitions/playground-series-s3e1,MedHouseVal,,
./csv_test/compe-kultum-gokil.zip,./csv_test_extracted/compe-kultum-gokil,train.csv,https://kaggle.com/competitions/compe-kultum-gokil,target,,
./csv_test/streaming-subscription-churn-model.zip,./csv_test_extracted/streaming-subscription-churn-model,train.csv,https://kaggle.com/competitions/streaming-subscription-churn-model,churned,,
./csv_test/porto-seguro-safe-driver-prediction.zip,./csv_test_extracted/porto-seguro-safe-driver-prediction,train.csv,https://kaggle.com/competitions/porto-seguro-safe-driver-prediction,target,,
./csv_test/optimizingdefaultmodelbyfirstpaymentdefault.zip,./csv_test_extracted/optimizingdefaultmodelbyfirstpaymentdefault,kaggle_dataset.csv,https://kaggle.com/competitions/optimizingdefaultmodelbyfirstpaymentdefault,target,,
./csv_test/mlx-stage-1-round-1-predict-students-marks.zip,./csv_test_extracted/mlx-stage-1-round-1-predict-students-marks,train.csv,https://kaggle.com/competitions/mlx-stage-1-round-1-predict-students-marks,G3,,
./csv_test/podcast-listening-speeds.zip,./csv_test_extracted/podcast-listening-speeds,train.csv,https://kaggle.com/competitions/podcast-listening-speeds,Speed,,
./csv_test/gvu-spring-2024-project-1.zip,./csv_test_extracted/gvu-spring-2024-project-1,train.csv,https://kaggle.com/competitions/gvu-spring-2024-project-1,Target,,
./csv_test/understanding-regression-through-competition.zip,./csv_test_extracted/understanding-regression-through-competition,train.csv,https://kaggle.com/competitions/understanding-regression-through-competition,Age,,
./csv_test/playground-series-s3e7.zip,./csv_test_extracted/playground-series-s3e7,train.csv,https://kaggle.com/competitions/playground-series-s3e7,booking_status,,
./csv_test/prediction-of-tourist-arrivals.zip,./csv_test_extracted/prediction-of-tourist-arrivals,train_df.csv,https://kaggle.com/competitions/prediction-of-tourist-arrivals,tourist_arrivals ,,
./csv_test/tabular-playground-series-apr-2021.zip,./csv_test_extracted/tabular-playground-series-apr-2021,train.csv,https://kaggle.com/competitions/tabular-playground-series-apr-2021,Survived,,
./csv_test/tabular-playground-series-feb-2021.zip,./csv_test_extracted/tabular-playground-series-feb-2021,train.csv,https://kaggle.com/competitions/tabular-playground-series-feb-2021,target,,
./csv_test/playground-series-s3e3.zip,./csv_test_extracted/playground-series-s3e3,train.csv,https://kaggle.com/competitions/playground-series-s3e3,Attrition,,
./csv_test/ml-olympiad-predicting-earthquake-damage.zip,./csv_test_extracted/ml-olympiad-predicting-earthquake-damage,train.csv,https://kaggle.com/competitions/ml-olympiad-predicting-earthquake-damage,damage_grade,,
./csv_test/newcompe.zip,./csv_test_extracted/newcompe,train.csv,https://kaggle.com/competitions/newcompe,quality,,
./csv_test/playground-series-s4e8.zip,./csv_test_extracted/playground-series-s4e8,train.csv,https://kaggle.com/competitions/playground-series-s4e8,class,,
./csv_test/playground-series-s4e4.zip,./csv_test_extracted/playground-series-s4e4,train.csv,https://kaggle.com/competitions/playground-series-s4e4,Rings,,
./csv_test/nwds-xhr.zip,./csv_test_extracted/nwds-xhr,train.csv,https://kaggle.com/competitions/nwds-xhr,is_hr,,
./csv_test/playground-series-s5e4.zip,./csv_test_extracted/playground-series-s5e4,train.csv,https://kaggle.com/competitions/playground-series-s5e4,Listening_Time_minutes,,
./csv_test/predicting-lead-concentration-in-the-united-states.zip,./csv_test_extracted/predicting-lead-concentration-in-the-united-states,train.csv,https://kaggle.com/competitions/predicting-lead-concentration-in-the-united-states,Value,,
./csv_test/energy-forecasting-data-challenge-public.zip,./csv_test_extracted/energy-forecasting-data-challenge-public,train.csv,https://kaggle.com/competitions/energy-forecasting-data-challenge-public,residual_load,,
./csv_test/modelify-innovision-2k24.zip,./csv_test_extracted/modelify-innovision-2k24,train.csv,https://kaggle.com/competitions/modelify-innovision-2k24,subscribed,,
./csv_test/ml-olympiad-predictive-maintenance.zip,./csv_test_extracted/ml-olympiad-predictive-maintenance,train_set.csv,https://kaggle.com/competitions/ml-olympiad-predictive-maintenance,RUL,RUL<22 thì là target label là failure,
./csv_test/playground-series-s3e25.zip,./csv_test_extracted/playground-series-s3e25,train.csv,https://kaggle.com/competitions/playground-series-s3e25,Hardness,,
./csv_test/playground-series-s5e7.zip,./csv_test_extracted/playground-series-s5e7,train.csv,https://kaggle.com/competitions/playground-series-s5e7,Personality,,
./csv_test/playground-series-s5e1.zip,./csv_test_extracted/playground-series-s5e1,train.csv,https://kaggle.com/competitions/playground-series-s5e1,num_sold,,
./csv_test/black-jack-smart-effect-of-removal-ml.zip,./csv_test_extracted/black-jack-smart-effect-of-removal-ml,train.csv,https://kaggle.com/competitions/black-jack-smart-effect-of-removal-ml,ev,,
./csv_test/tabular-playground-series-sep-2022.zip,./csv_test_extracted/tabular-playground-series-sep-2022,train.csv,https://kaggle.com/competitions/tabular-playground-series-sep-2022,num_sold,,
./csv_test/predict-app-users-next-step-release-version.zip,./csv_test_extracted/predict-app-users-next-step-release-version,train.csv,https://kaggle.com/competitions/predict-app-users-next-step-release-version,next_step,,
./csv_test/aresd-2023-covidchallenge.zip,./csv_test_extracted/aresd-2023-covidchallenge,train.csv,https://kaggle.com/competitions/aresd-2023-covidchallenge,LABEL,,
./csv_test/playground-series-s5e2.zip,./csv_test_extracted/playground-series-s5e2,train.csv,https://kaggle.com/competitions/playground-series-s5e2,Price,,
./csv_test/k-2-praktikum-ii-nb-dtl-random-forest-xg-boost.zip,./csv_test_extracted/k-2-praktikum-ii-nb-dtl-random-forest-xg-boost,transformer_classification.csv,https://kaggle.com/competitions/k-2-praktikum-ii-nb-dtl-random-forest-xg-boost,Health index,,
./csv_test/playground-series-s3e11.zip,./csv_test_extracted/playground-series-s3e11,train.csv,https://kaggle.com/competitions/playground-series-s3e11,cost,,
./csv_test/surrogate-playground-series-s4e4.zip,./csv_test_extracted/surrogate-playground-series-s4e4,train.csv,https://kaggle.com/competitions/surrogate-playground-series-s4e4,Rings,,
./csv_test/portland-housing-age-prediction-nwvs-s00e01.zip,./csv_test_extracted/portland-housing-age-prediction-nwvs-s00e01,train.csv,https://kaggle.com/competitions/portland-housing-age-prediction-nwvs-s00e01,yearBuilt,,
./csv_test/mlolympiadbd2024.zip,./csv_test_extracted/mlolympiadbd2024,train.csv,https://kaggle.com/competitions/mlolympiadbd2024,RainToday,,
./csv_test/forecasting-retail-purchases.zip,./csv_test_extracted/forecasting-retail-purchases,train.csv,https://kaggle.com/competitions/forecasting-retail-purchases,bought,,
./csv_test/exploring-predictive-health-factors.zip,./csv_test_extracted/exploring-predictive-health-factors,train.csv,https://kaggle.com/competitions/exploring-predictive-health-factors,PCOS,,
./csv_test/playground-series-s4e7.zip,./csv_test_extracted/playground-series-s4e7,train.csv,https://kaggle.com/competitions/playground-series-s4e7,Response,,
./csv_test/prediction-of-electric-power.zip,./csv_test_extracted/prediction-of-electric-power,train_df.csv,https://kaggle.com/competitions/prediction-of-electric-power,POWER,,
./csv_test/cuboulder-iot-f23.zip,./csv_test_extracted/cuboulder-iot-f23,train.csv,https://kaggle.com/competitions/cuboulder-iot-f23,label,,
./csv_test/tams-ais-winter-2022-competition.zip,./csv_test_extracted/tams-ais-winter-2022-competition,train_data.csv,https://kaggle.com/competitions/tams-ais-winter-2022-competition,Chance of Admit,,
./csv_test/km055regression.zip,./csv_test_extracted/km055regression,train.csv,https://kaggle.com/competitions/km055regression,Occupancy,,
./csv_test/music-subscriptions-churn-predictor.zip,./csv_test_extracted/music-subscriptions-churn-predictor,train.csv,https://kaggle.com/competitions/music-subscriptions-churn-predictor,churned,,
./csv_test/tabular-playground-series-may-2022.zip,./csv_test_extracted/tabular-playground-series-may-2022,train.csv,https://kaggle.com/competitions/tabular-playground-series-may-2022,target,,
./csv_test/vehicle-loan-defaulter-tfug-delhi-challenge-1-2022.zip,./csv_test_extracted/vehicle-loan-defaulter-tfug-delhi-challenge-1-2022,train.csv,https://kaggle.com/competitions/vehicle-loan-defaulter-tfug-delhi-challenge-1-2022,loan_defaulted,,
./csv_test/ml-olympiad-waterqualityprediction.zip,./csv_test_extracted/ml-olympiad-waterqualityprediction,train.csv,https://kaggle.com/competitions/ml-olympiad-waterqualityprediction,result,,
./csv_test/playground-series-s3e13.zip,./csv_test_extracted/playground-series-s3e13,train.csv,https://kaggle.com/competitions/playground-series-s3e13,prognosis,,
./csv_test/datathon2023.zip,./csv_test_extracted/datathon2023,train.csv,https://kaggle.com/competitions/datathon2023,Öbek Ismi,,
./csv_test/tabular-playground-series-dec-2021.zip,./csv_test_extracted/tabular-playground-series-dec-2021,train.csv,https://kaggle.com/competitions/tabular-playground-series-dec-2021,Cover_Type,,
./csv_test/ml-olympiad-can-you-guess-beer-style.zip,./csv_test_extracted/ml-olympiad-can-you-guess-beer-style,train.csv,https://kaggle.com/competitions/ml-olympiad-can-you-guess-beer-style,Style,,
./csv_test/playground-series-s3e22.zip,./csv_test_extracted/playground-series-s3e22,train.csv,https://kaggle.com/competitions/playground-series-s3e22,outcome,,
./csv_test/playground-series-s4e6.zip,./csv_test_extracted/playground-series-s4e6,train.csv,https://kaggle.com/competitions/playground-series-s4e6,Target,,
./csv_test/playground-series-s4e5.zip,./csv_test_extracted/playground-series-s4e5,train.csv,https://kaggle.com/competitions/playground-series-s4e5,FloodProbability,,
./csv_test/wild-blueberry-yield.zip,./csv_test_extracted/wild-blueberry-yield,train.csv,https://kaggle.com/competitions/wild-blueberry-yield,yield,,
./csv_test/icip-aes-2024-spring-classification.zip,./csv_test_extracted/icip-aes-2024-spring-classification,asap-bnu-train-4.csv,https://kaggle.com/competitions/icip-aes-2024-spring-classification,score,,
./csv_test/widsdatathon2024-challenge1.zip,./csv_test_extracted/widsdatathon2024-challenge1,training.csv,https://kaggle.com/competitions/widsdatathon2024-challenge1,DiagPeriodL90D ,,
./csv_test/eds-232-ocean-chemistry-prediction-for-calcofi.zip,./csv_test_extracted/eds-232-ocean-chemistry-prediction-for-calcofi,train.csv,https://kaggle.com/competitions/eds-232-ocean-chemistry-prediction-for-calcofi,DIC,,
./csv_test/Predict-the-Customer-Satisfaction-CSE-22.zip,./csv_test_extracted/Predict-the-Customer-Satisfaction-CSE-22,train_dataset.csv,https://kaggle.com/competitions/Predict-the-Customer-Satisfaction-CSE-22,customer_experience,,
./csv_test/linkit-beginner-challenge-sose-23.zip,./csv_test_extracted/linkit-beginner-challenge-sose-23,bank_train.csv,https://kaggle.com/competitions/linkit-beginner-challenge-sose-23,deposit,,
./csv_test/patient-healthcare.zip,./csv_test_extracted/patient-healthcare,train.csv,https://kaggle.com/competitions/patient-healthcare,has_died,,
./csv_test/ml-course-hw-1-regression.zip,./csv_test_extracted/ml-course-hw-1-regression,train.csv,https://kaggle.com/competitions/ml-course-hw-1-regression,Age,,
./csv_test/air-quality-prediction-from-historical-data.zip,./csv_test_extracted/air-quality-prediction-from-historical-data,air_quality_train.csv,https://kaggle.com/competitions/air-quality-prediction-from-historical-data,PM2.5 (ug/m3),,
./csv_test/star-type-classification.zip,./csv_test_extracted/star-type-classification,train_star.csv,https://kaggle.com/competitions/star-type-classification,TargetClass,,
./csv_test/machine-failure-prediction-iti-data-science.zip,./csv_test_extracted/machine-failure-prediction-iti-data-science,train.csv,https://kaggle.com/competitions/machine-failure-prediction-iti-data-science,Machine failure,,
./csv_test/playground-series-s4e2.zip,./csv_test_extracted/playground-series-s4e2,train.csv,https://kaggle.com/competitions/playground-series-s4e2,NObeyesdad,,
./csv_test/mosaic24-ps1.zip,./csv_test_extracted/mosaic24-ps1,train.csv,https://kaggle.com/competitions/mosaic24-ps1,Close,,
./csv_test/smoker-binary-class.zip,./csv_test_extracted/smoker-binary-class,train.csv,https://kaggle.com/competitions/smoker-binary-class,smoking,,
./csv_test/formula-1-lap-time-prediction-nwvs-s00e02.zip,./csv_test_extracted/formula-1-lap-time-prediction-nwvs-s00e02,train.csv,https://kaggle.com/competitions/formula-1-lap-time-prediction-nwvs-s00e02,lapTime_ms,,
./csv_test/playground-series-s3e24.zip,./csv_test_extracted/playground-series-s3e24,train.csv,https://kaggle.com/competitions/playground-series-s3e24,smoking,,
./csv_test/education-leaving-uncertain-future.zip,./csv_test_extracted/education-leaving-uncertain-future,train.csv,https://kaggle.com/competitions/education-leaving-uncertain-future,leaving,,
./csv_test/liverpool-ion-switching.zip,./csv_test_extracted/liverpool-ion-switching,train.csv,https://kaggle.com/competitions/liverpool-ion-switching,open_channels,,
./csv_test/ml-model-building.zip,./csv_test_extracted/ml-model-building,train.csv,https://kaggle.com/competitions/ml-model-building,status,,
./csv_test/prediction-of-seriously-ill-patients.zip,./csv_test_extracted/prediction-of-seriously-ill-patients,train_df.csv,https://kaggle.com/competitions/prediction-of-seriously-ill-patients,target_label,,
./csv_test/playground-series-s4e9.zip,./csv_test_extracted/playground-series-s4e9,train.csv,https://kaggle.com/competitions/playground-series-s4e9,price,,
./csv_test/icip-aes-2024-autumn-classification.zip,./csv_test_extracted/icip-aes-2024-autumn-classification,asap-train-2024autumn.csv,https://kaggle.com/competitions/icip-aes-2024-autumn-classification,score,,
./csv_test/2022-2-ds-solution-ch8.zip,./csv_test_extracted/2022-2-ds-solution-ch8,train.csv,https://kaggle.com/competitions/2022-2-ds-solution-ch8,target,,
./csv_test/playground-series-s4e10.zip,./csv_test_extracted/playground-series-s4e10,train.csv,https://kaggle.com/competitions/playground-series-s4e10,loan_status,,
./csv_test/icip-aes-2024-spring-regression.zip,./csv_test_extracted/icip-aes-2024-spring-regression,asap-bnu-train-2.csv,https://kaggle.com/competitions/icip-aes-2024-spring-regression,score,,
./csv_test/motorcyclehabitprediction.zip,./csv_test_extracted/motorcyclehabitprediction,train.csv,https://kaggle.com/competitions/motorcyclehabitprediction,y,,
./csv_test/playground-series-s3e16.zip,./csv_test_extracted/playground-series-s3e16,train.csv,https://kaggle.com/competitions/playground-series-s3e16,Age,,
./csv_test/predict-shots-in-the-premier-league.zip,./csv_test_extracted/predict-shots-in-the-premier-league,train.csv,https://kaggle.com/competitions/predict-shots-in-the-premier-league,Shots,,
./csv_test/tfug-prayagraj-breast-cancer-diagnostic.zip,./csv_test_extracted/tfug-prayagraj-breast-cancer-diagnostic,train.csv,https://kaggle.com/competitions/tfug-prayagraj-breast-cancer-diagnostic,diagnosis,,
./csv_test/nwds-k.zip,./csv_test_extracted/nwds-k,train.csv,https://kaggle.com/competitions/nwds-k,k,,
./csv_test/sleep-disorder-prediction-challenge.zip,./csv_test_extracted/sleep-disorder-prediction-challenge,train_data.csv,https://kaggle.com/competitions/sleep-disorder-prediction-challenge,Sleep Disorder,,
./csv_test/titanic.zip,./csv_test_extracted/titanic,train.csv,https://kaggle.com/competitions/titanic,Survived,,
./csv_test/url-cypher-battle-for-the-digital-streets.zip,./csv_test_extracted/url-cypher-battle-for-the-digital-streets,phishing_dataset/train.csv,https://kaggle.com/competitions/url-cypher-battle-for-the-digital-streets,label,,
./csv_test/113-artificial-intelligence-hw-2.zip,./csv_test_extracted/113-artificial-intelligence-hw-2,train.csv,https://kaggle.com/competitions/113-artificial-intelligence-hw-2,Burn Rate,,
./csv_test/tabular-playground-series-jan-2022.zip,./csv_test_extracted/tabular-playground-series-jan-2022,train.csv,https://kaggle.com/competitions/tabular-playground-series-jan-2022,num_sold,,
./csv_test/lhs-ml-club-kaggle-challenge-1-linear-regression.zip,./csv_test_extracted/lhs-ml-club-kaggle-challenge-1-linear-regression,train.csv,https://kaggle.com/competitions/lhs-ml-club-kaggle-challenge-1-linear-regression,yield,,
./csv_test/playground-series-s3e19.zip,./csv_test_extracted/playground-series-s3e19,train.csv,https://kaggle.com/competitions/playground-series-s3e19,num_sold,,
./csv_test/playground-series-s5e5.zip,./csv_test_extracted/playground-series-s5e5,train.csv,https://kaggle.com/competitions/playground-series-s5e5,Calories,,
./csv_test/playground-series-s4e1.zip,./csv_test_extracted/playground-series-s4e1,train.csv,https://kaggle.com/competitions/playground-series-s4e1,Exited,,
./csv_test/financemachinelearning.zip,./csv_test_extracted/financemachinelearning,train.csv,https://kaggle.com/competitions/financemachinelearning,r05_fwd,,
./csv_test/reserva-confirmada.zip,./csv_test_extracted/reserva-confirmada,train.csv,https://kaggle.com/competitions/reserva-confirmada,booking_status,,
./csv_test/prediction-of-a-smoker.zip,./csv_test_extracted/prediction-of-a-smoker,train.csv,https://kaggle.com/competitions/prediction-of-a-smoker,smoking,,
./csv_test/tabular-playground-series-jul-2022.zip,./csv_test_extracted/tabular-playground-series-jul-2022,data.csv,https://kaggle.com/competitions/tabular-playground-series-jul-2022,Predicted,,
./csv_test/electrance-predicting-superconductivity-peaks.zip,./csv_test_extracted/electrance-predicting-superconductivity-peaks,train.csv,https://kaggle.com/competitions/electrance-predicting-superconductivity-peaks,critical_temp,,
./csv_test/playground-series-s4e11.zip,./csv_test_extracted/playground-series-s4e11,train.csv,https://kaggle.com/competitions/playground-series-s4e11,Depression,,
./csv_test/cat-in-the-dat.zip,./csv_test_extracted/cat-in-the-dat,train.csv,https://kaggle.com/competitions/cat-in-the-dat,target,,
./csv_test/tabular-playground-series-mar-2022.zip,./csv_test_extracted/tabular-playground-series-mar-2022,train.csv,https://kaggle.com/competitions/tabular-playground-series-mar-2022,congestion,,
